Kolumna1,ID,lp,ekspot,kategorie,start_min,start_s,stop_min,stop_s,czas_w_sek,czas_w_min,Z_KIM,X1_OSTOW,X2_OSTOW,X3_OSTOW,X4_OSTOW,X5_OSTOW,X6_OSTOW,X7_OSTOW,X8_OSTOW,X9_OSTOW,ILE_OSTOW,zach,opis,animator,uwagi,os_3,os_3_e,os_2,os_2_e
3025,510,3070,ZAKRĘCONE CIECZE,2,47,10,47,43,33,0.55,513,513,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3026,510,3071,TO NIE PRZELEWKI,2,47,46,48,55,69,1.15,513,513,,,,,,,,,1,,1,,,2,z inną osobą,2,z innymi
3027,510,3072,FALOWANIE I SKAKANIE,2,49,12,50,21,69,1.15,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3028,510,3073,BĘBNOSCYLOSKOP,2,50,23,50,51,28,0.47,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3029,510,3074,ŁAŃCUCH - LASSO,2,51,5,51,20,15,0.25,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3030,510,3075,SKACZĄCA KULKA,2,51,25,53,24,119,1.98,,,,,,,,,,,0,3,1,1,,1,sam/a,1,sam/a
3031,510,3076,WISZĄCA PIŁKA,2,53,46,55,16,90,1.5,503,503,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3032,510,3077,WISZĄCE PIŁKI,2,55,47,57,1,74,1.23,,,,,,,,,,,0,4,1,,,1,sam/a,1,sam/a
3033,510,3078,MAGNETYCZNY MOST,2,57,14,57,30,16,0.27,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3034,510,3079,ROWEROWE PRZEKRĘTY,2,57,40,59,0,80,1.33,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3035,510,3080,CHAOTYCZNE WAHADŁO,2,59,7,59,30,23,0.38,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3036,510,3081,OBROTOWY STOLIK,2,59,31,59,59,28,0.47,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3037,510,3082,PIRUETY,2,60,1,60,52,51,0.85,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3038,510,3083,POCIĄGAJĄCE PRZEWODY,2,61,14,62,39,85,1.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3039,510,3084,SYZYFOWA PRZEKŁADNIA,2,63,1,63,33,32,0.53,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3040,510,3085,MŁYŃSKIE KOŁO,2,63,48,65,15,87,1.45,606,606,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3041,510,3086,TORDO OGNIA,2,65,57,66,22,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3042,510,3087,RYSOWANIE  PIASKU,2,67,19,69,40,141,2.35,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3043,510,3088,ZIEMSKI MAGNES,2,70,25,71,29,64,1.07,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3044,510,3089,MAGNETYCZ CHMURA,2,72,17,73,15,58,0.97,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3045,510,3090,OBROTOWY STOLIK,2,73,25,79,58,393,6.55,,,,,,,,,,,0,3,,1,Przejście do,1,sam/a,1,sam/a
3046,510,3091,MOST PODWIESZANY,2,81,16,81,50,34,0.57,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3047,510,3092,PODGLĄDANIE MIASTA,2,82,0,82,20,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3048,510,3093,INTELIGENTNY MOST,2,82,22,83,8,46,0.77,"0515, 0513",515,513,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3049,510,3094,SPALANIE KALORII,2,83,23,85,6,103,1.72,"0515, 0513",515,513,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3050,510,3095,SILNIK ROŚLINNY,2,85,10,85,36,26,0.43,,,,,,,,,,,0,2,,,Mikroskale.,1,sam/a,1,sam/a
3051,510,3096,SPALANIE KALORII,2,85,47,86,10,23,0.38,"0515, 0513",515,513,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3052,510,3097,PŁUCA JAK MIECHY,2,86,28,87,58,90,1.5,515,515,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3053,510,3098,PRZYSTANEK SERCE - ELEKTRYCZNE ESY-FLORESY,2,89,9,89,46,37,0.62,"0515, 0513",515,513,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3054,510,3099,KOSMICZNY LEJ,2,90,57,91,40,43,0.72,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3055,510,3100,RAKIETA  WODÓR,2,92,4,92,30,26,0.43,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3056,510,3101,TWN,3,92,55,93,30,35,0.58,,,,,,,,,,,0,,,,Rury i kule plazmowe.,1,sam/a,1,sam/a
3057,510,3102,INNE,1,93,35,95,32,117,1.95,"0503, 0513, 0515",503,513,515,,,,,,,3,,,,Odpoczynek w TWN.,3,z 3 lub więcej osobami,2,z innymi
3058,510,3103,DOMOWA ELEKTROWNIA,2,95,57,96,32,35,0.58,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3059,510,3104,UNIEŚ SAM SIEBIE,2,96,40,97,5,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3060,510,3105,WCIĄGAJĄCE SKRZYDŁO,2,97,10,97,53,43,0.72,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3061,510,3106,ŻYWE SREBRO,2,98,18,99,40,82,1.37,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3062,510,3107,POWIETRZ ARMATA,2,100,5,100,29,24,0.4,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3063,510,3108,INNE,1,102,43,103,0,17,0.28,,,,,,,,,,,0,,,,Zejście  dół. Próba wejścia  konferencję.,1,sam/a,1,sam/a
3064,510,3109,ŚRUBA ARCHIMEDESA,2,104,6,104,53,47,0.78,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3065,510,3110,"TRZY TURBINY, TRZECH WYLAZCÓW",2,104,56,105,20,24,0.4,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3066,510,3111,ŁODZIĄ POD GÓRĘ,2,105,31,106,41,70,1.17,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3067,510,3112,PERSKIE KOŁO,2,106,50,107,22,32,0.53,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3068,510,3113,SEKWOJA,2,107,26,107,42,16,0.27,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3069,510,3114,PRAWDZIWA GEOMETRIA TURY,2,108,5,108,15,10,0.17,501,501,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
3070,510,3115,HIPERBOLA I SPÓŁKA,2,108,27,108,50,23,0.38,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3071,510,3116,AUKCJA HOLENDERSKA,2,108,56,109,11,15,0.25,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3072,510,3117,BYŁA SOBIE BRYŁA,2,109,21,110,34,73,1.22,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
3073,510,3118,DZIURAWY KWADRAT,2,110,36,110,40,4,0.07,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3074,510,3119,MYDLA ŚCIA,2,110,46,112,20,94,1.57,"0508, 0509",508,509,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3075,510,3120,INNE- STREFA KAPKI,1,113,25,113,41,16,0.27,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3076,510,3121,KOSMICZNY LEJ,2,113,45,115,7,82,1.37,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3077,510,3122,KOSMICZNY ŚMIETNIK,2,115,10,117,26,136,2.27,"0606, 0502, 0512, 0605",606,502,512,605,,,,,,4,4,,,,3,z 3 lub więcej osobami,2,z innymi
3078,510,3123,TRZY KULKI  SZNURKU,2,117,50,119,3,73,1.22,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
3079,510,3124,KOT MARGOT,2,119,7,119,53,46,0.77,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3080,512,3214,INNE,1,0,0,2,10,130,2.17,,,,,,,,,,,0,,,,Stoi przy windzie.,1,sam/a,1,sam/a
3081,512,3215,OKO W OKO ZE SKANEREM,2,2,40,2,45,5,0.08,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3082,512,3216,INNE,1,2,45,3,0,15,0.25,,,,,,,,,,,0,,,,Infobox,1,sam/a,1,sam/a
3083,512,3217,SZYBKOŚĆ REAKCJI,2,3,36,4,10,34,0.57,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3084,512,3218,SŁUCH,2,4,10,5,51,101,1.68,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3085,512,3219,ZWISANIE,2,5,51,6,53,62,1.03,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3086,512,3220,SKAKANIE,2,7,55,8,4,9,0.15,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3087,512,3221,WODA GAZ ELEKTRYCZNOŚĆ,2,9,5,9,36,31,0.52,G,G,,,,,,,,,1,1,,,G=4,2,z inną osobą,2,z innymi
3088,512,3222,INTELIGENTNY MOST,2,9,36,10,0,24,0.4,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3089,512,3223,PODGLĄDANIE MIASTA,2,10,15,10,35,20,0.33,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3090,512,3224,URATUJ MISIA,2,10,50,11,39,49,0.82,X,X,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
3091,512,3225,"RAMIĘ PRĘŻ, SŁABOŚĆ KRUSZ",2,11,39,12,12,33,0.55,"X, X1",X,X1,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3092,512,3226,CIĄGNIE SIĘ JAK JELITO,2,12,12,12,30,18,0.3,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3093,512,3227,FILM SPRZED RODZIN,2,13,0,13,20,20,0.33,G,G,,,,,,,,,1,1,,,G=3,2,z inną osobą,2,z innymi
3094,512,3228,LUSTERECZKO POWIEDZ PRZECIE,2,13,35,13,50,15,0.25,"X, X1",X,X1,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3095,512,3229,"JEST RYZYKO, JEST ZABAWA",2,14,14,14,40,26,0.43,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3096,512,3230,"JEST RYZYKO, JEST ZABAWA",2,14,50,15,45,55,0.92,G,G,,,,,,,,,3,3,,,G=3,3,z 3 lub więcej osobami,2,z innymi
3097,512,3231,BICZE WODNE,2,16,50,17,0,10,0.17,G,G,,,,,,,,,1,3,,,G=3,2,z inną osobą,2,z innymi
3098,512,3232,KOSMICZNY LEJ,2,17,10,21,3,233,3.88,G,G,,,,,,,,,1,4,,,G=3-7,2,z inną osobą,2,z innymi
3099,512,3233,WISZĄCE PIŁKI,2,22,0,22,5,5,0.08,X,X,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
3100,512,3234,CZTERY PORY ROKU,2,22,16,22,25,9,0.15,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3101,512,3235,PRĘCIKI LISSAJOUS,2,22,25,22,55,30,0.5,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3102,512,3236,"JEST RYZYKO, JEST ZABAWA",2,23,55,24,5,10,0.17,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3103,512,3237,SZYBKOŚĆ REAKCJI,2,24,45,25,12,27,0.45,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3104,512,3238,ZWISANIE,2,25,25,25,32,7,0.12,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3105,512,3239,ILE WODY MOŻ Z CIEBIE WYCISNĄĆ,2,25,55,26,25,30,0.5,G,G,,,,,,,,,1,1,,,G=5,2,z inną osobą,2,z innymi
3106,512,3240,ŁOŻE FAKIRA,2,26,50,27,20,30,0.5,G,G,,,,,,,,,1,1,,,G=3,2,z inną osobą,2,z innymi
3107,512,3241,OGRÓD ZAPACHÓW,2,27,20,27,30,10,0.17,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3108,512,3242,ŁOŻE FAKIRA,2,27,30,28,30,60,1,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3109,512,3243,MYŚLICIEL RODI (RAMKI),2,28,55,29,0,5,0.08,"X, X1",X,X1,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3110,512,3244,ŁAŃCUCH - LASSO,2,30,10,30,30,20,0.33,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3111,512,3245,SKACZĄCA KULKA,2,30,30,31,5,35,0.58,X,X,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
3112,512,3246,ŻYWE SREBRO,2,31,20,31,40,20,0.33,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3113,512,3247,TORDO OGNIA,2,32,4,32,12,8,0.13,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3114,512,3248,DOMOWA ELEKTROWNIA,2,32,20,32,50,30,0.5,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3115,512,3249,ZĄB ZA ZĄB,2,33,50,34,1,11,0.18,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3116,512,3250,MŁYŃSKIE KOŁO,2,34,25,34,50,25,0.42,G,G,,,,,,,,,1,2,,,G=3,2,z inną osobą,2,z innymi
3117,512,3251,UNIEŚ SAM SIEBIE,2,34,50,35,30,40,0.67,G,G,,,,,,,,,1,2,,,G=3,2,z inną osobą,2,z innymi
3118,512,3252,POWIETRZ ARMATA,2,35,30,36,5,35,0.58,G,G,,,,,,,,,3,3,,,G=3,3,z 3 lub więcej osobami,2,z innymi
3119,512,3253,MŁYŃSKIE KOŁO,2,36,30,36,45,15,0.25,"X, X1",X,X1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3120,512,3254,ŻYWE SREBRO,2,36,55,37,9,14,0.23,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3121,512,3255,MYDLA ŚCIA,2,39,15,39,25,10,0.17,"X, X1",X,X1,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3122,512,3256,SKRECZUJĄCY DIDŻEJE,2,39,35,39,45,10,0.17,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3123,512,3257,ROZETA,2,40,32,40,39,7,0.12,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
3124,512,3258,KOSMICZNY LEJ,2,43,45,44,40,55,0.92,G,G,,,,,,,,,3,2,,,G=3,3,z 3 lub więcej osobami,2,z innymi
3125,512,3259,BILARD ŚWIETLNY,2,44,55,45,0,5,0.08,G,G,,,,,,,,,1,2,,,G=3,2,z inną osobą,2,z innymi
3126,512,3260,UKRYTA PERSPEKTYWA,2,46,25,46,44,19,0.32,G,G,,,,,,,,,1,3,,,G=6,2,z inną osobą,2,z innymi
3127,512,3261,INNE,1,46,46,48,30,104,1.73,G,G,,,,,,,,,1,,,,G=7,2,z inną osobą,2,z innymi
3128,512,3262,PIJANY KIEROWCA,2,48,48,49,1,13,0.22,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3129,512,3263,INNE,1,49,10,50,45,95,1.58,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3130,512,3264,POCZUCIE CZASU,2,50,51,51,0,9,0.15,G,G,,,,,,,,,1,2,,,G=6,2,z inną osobą,2,z innymi
3131,512,3265,EON,2,52,2,52,30,28,0.47,G,G,,,,,,,,,1,2,,,G=3,2,z inną osobą,2,z innymi
3132,512,3266,JAK WYTROPIĆ SPRAWCĘ,2,53,6,53,20,14,0.23,X,X,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
3133,512,3267,EON,2,54,0,56,20,140,2.33,"X, X1",X,X1,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3134,512,3268,INNE- STREFA KAPKI,1,62,30,62,44,14,0.23,"X, X1",X,X1,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
3135,512,3269,ŻYWE SREBRO,2,63,55,64,3,8,0.13,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3136,512,3270,BĘBNOSCYLOSKOP,2,64,45,64,53,8,0.13,"X, X1",X,X1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
3137,512,3271,EON,2,68,10,69,15,65,1.08,G,G,,,,,,,,,1,1,,,G=3,2,z inną osobą,2,z innymi
3138,512,3272,WISZĄCE PIŁKI,2,72,30,72,55,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3139,512,3273,PIJANY KIEROWCA,2,74,55,83,40,525,8.75,G,G,,,,,,,,,1,3,,,G=3-6. 80:30 do 83:27 używa,2,z inną osobą,2,z innymi
3140,512,3274,POJEDYNEK FAL MÓZGOWYCH,2,83,50,84,25,35,0.58,,,,,,,,,,,0,2,,,Nie położyli piłki  środek.,1,sam/a,1,sam/a
3141,512,3275,PIJANY KIEROWCA,2,84,30,88,49,259,4.32,G,G,,,,,,,,,1,4,,,G=2-3,2,z inną osobą,2,z innymi
3142,512,3276,POJEDYNEK FAL MÓZGOWYCH,2,88,55,89,30,35,0.58,G,G,,,,,,,,,4,1,,,G=4,3,z 3 lub więcej osobami,2,z innymi
3143,512,3277,PIJANY KIEROWCA,2,89,45,95,25,340,5.67,"X, X1",X,X1,,,,,,,,2,4,,,,3,z 3 lub więcej osobami,2,z innymi
3144,512,3278,POCISK  SPRĘŻONE POWIETRZE,2,96,22,99,39,197,3.28,X,X,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3145,512,3279,INNE,1,100,10,106,50,400,6.67,G,G,,,,,,,,,1,,,,"G=2-3. Siedzi z dziewczymi i opiekunem, prawia okulary przeciwsłoneczne, wypadło mu jedno szkło  początku zwiedzania. Rozmowa o obiedzie. Kapa obok Myśliciel Rodine.",2,z inną osobą,2,z innymi
3146,512,3280,INNE,1,107,25,110,56,211,3.52,"0604, 0602",604,602,,,,,,,,2,,,,Kapa obok Myśliciel Rodine.,3,z 3 lub więcej osobami,2,z innymi
3147,512,3281,UKRYTA PERSPEKTYWA,2,112,15,112,35,20,0.33,"0604, 0602",604,602,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
3148,512,3282,KOSMICZNY ŚMIETNIK,2,114,45,115,55,70,1.17,"0510, 0502",510,502,,,,,,,,2,3,,,"Próbował uciec, schować się.",3,z 3 lub więcej osobami,2,z innymi
3149,512,3283,WAHADŁO FOUCAULT,2,116,45,117,55,70,1.17,"0604, 0515, 0602",604,515,602,,,,,,,3,,,,Opiekun.,3,z 3 lub więcej osobami,2,z innymi
3150,512,3284,INNE- SKLEPIK SCIENCE STORE,1,118,0,118,45,45,0.75,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3151,512,3285,WAHADŁO FOUCAULT,2,118,59,122,0,181,3.02,"0604, 0602",604,602,,,,,,,,2,1,,,Opiekun.,3,z 3 lub więcej osobami,2,z innymi
3152,517,3286,INNE,1,0,0,3,15,195,3.25,,,,,,,,,,,0,,,,Czekanie  windę.,1,sam/a,1,sam/a
3153,517,3287,PO GŁOSIE CIĘ POZJĄ,2,4,0,4,50,50,0.83,"0516, 0510",516,510,,,,,,,,2,1,,,Zajmuje się też telefonem.,3,z 3 lub więcej osobami,2,z innymi
3154,517,3288,POCISK  SPRĘŻONE POWIETRZE,2,5,50,6,53,63,1.05,"0514, 0516, 0503",514,516,503,,,,,,,3,3,1,,,3,z 3 lub więcej osobami,2,z innymi
3155,517,3289,GORĄCY BALON,2,7,5,7,14,9,0.15,"0516, 0514",516,514,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
3156,517,3290,PRĄDY WIROWE,2,8,14,8,33,19,0.32,"0516, 0503",516,503,,,,,,,,2,1,1,,,3,z 3 lub więcej osobami,2,z innymi
3157,517,3291,JEŻONE CIECZE,2,9,0,9,7,7,0.12,,,,,,,,,,,0,1,1,,,1,sam/a,1,sam/a
3158,517,3292,PRĄDY WIROWE,2,9,20,9,31,11,0.18,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
3159,517,3293,POCIĄGAJĄCE PRZEWODY,2,9,42,10,7,25,0.42,516,516,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3160,517,3294,DOMOWA ELEKTROWNIA,2,10,20,11,15,55,0.92,"0502, 0507, 0510",502,507,510,,,,,,,3,2,1,,,3,z 3 lub więcej osobami,2,z innymi
3161,517,3295,TORDO OGNIA,2,11,20,11,40,20,0.33,,,,,,,,,,,0,4,1,,,1,sam/a,1,sam/a
3162,517,3296,WISZĄCE PIŁKI,2,11,50,13,20,90,1.5,"0502, 0507, 0513, 0610",502,507,513,610,,,,,,4,4,1,,,3,z 3 lub więcej osobami,2,z innymi
3163,517,3297,JSZYBSZA ZJEŻDŻALNIA,2,13,30,14,30,60,1,516,516,,,,,,,,,1,4,1,,,2,z inną osobą,2,z innymi
3164,517,3298,DOMOWA ELEKTROWNIA,2,15,0,15,44,44,0.73,"0502, 0516",502,516,,,,,,,,2,4,1,,,3,z 3 lub więcej osobami,2,z innymi
3165,517,3299,TANIEC IGŁAMI,2,15,52,16,24,32,0.53,502,502,,,,,,,,,1,4,1,,,2,z inną osobą,2,z innymi
3166,517,3300,MAGNETYCZNY MOST,2,16,31,16,48,17,0.28,513,513,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
3167,517,3301,ZOBACZ CIEPŁO,2,17,15,17,32,17,0.28,513,513,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
3168,517,3302,ROWEROWE PRZEKRĘTY,2,17,54,18,6,12,0.2,,,,,,,,,,,0,,1,,,1,sam/a,1,sam/a
3169,517,3303,TORDO OGNIA,2,18,24,18,40,16,0.27,,,,,,,,,,,0,4,1,,,1,sam/a,1,sam/a
3170,517,3304,WCIĄGAJĄCE SKRZYDŁO,2,19,3,20,20,77,1.28,"0513, 0515, 0501",513,515,501,,,,,,,3,4,1,,Objaśnia innym obsługę.,3,z 3 lub więcej osobami,2,z innymi
3171,517,3305,POWIETRZ ARMATA,2,20,25,21,6,41,0.68,"0510, 0602",510,602,,,,,,,,2,3,1,,,3,z 3 lub więcej osobami,2,z innymi
3172,517,3306,ŁÓDŹ PODWOD,2,21,24,21,36,12,0.2,,,,,,,,,,,0,1,1,,,1,sam/a,1,sam/a
3173,517,3307,WISZĄCE PIŁKI,2,22,0,22,23,23,0.38,"0501, 0510",501,510,,,,,,,,2,3,,,Objaśnia innym obsługę.,3,z 3 lub więcej osobami,2,z innymi
3174,517,3308,BĘBNOSCYLOSKOP,2,22,34,23,6,32,0.53,502,502,,,,,,,,,1,3,1,,,2,z inną osobą,2,z innymi
3175,517,3309,STÓŁ CHLADNIEGO,2,23,11,23,44,33,0.55,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
3176,517,3310,RAKIETA  WODÓR,2,24,19,24,36,17,0.28,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
3177,517,3311,ZOBACZ CIEPŁO,2,25,30,26,15,45,0.75,"0513, 0515, 0501",513,515,501,,,,,,,3,4,1,,,3,z 3 lub więcej osobami,2,z innymi
3178,517,3312,KOMORA ISKROWA,2,26,20,26,26,6,0.1,,,,,,,,,,,0,1,1,,,1,sam/a,1,sam/a
3179,517,3313,TORDO OGNIA,2,27,23,27,29,6,0.1,501,501,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
3180,517,3314,LENIWE KOŁA,2,28,11,28,15,4,0.07,,,,,,,,,,,0,1,1,,,1,sam/a,1,sam/a
3181,517,3315,TO NIE PRZELEWKI,2,28,43,29,0,17,0.28,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
3182,517,3316,NIESFOR WALIZKA,2,29,46,30,44,58,0.97,"0505, 0516, 0506, 0610",505,516,506,610,,,,,,4,4,1,,,3,z 3 lub więcej osobami,2,z innymi
3183,517,3317,ROWEROWE PRZEKRĘTY,2,30,49,31,4,15,0.25,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
3184,517,3318,POCIĄGAJĄCE PRZEWODY,2,31,25,31,32,7,0.12,"0516, 0505, 0610",516,505,610,,,,,,,3,3,1,,,3,z 3 lub więcej osobami,2,z innymi
3185,517,3319,MŁYŃSKIE KOŁO,2,32,15,32,31,16,0.27,502,502,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
3186,517,3320,UNIEŚ SAM SIEBIE,2,32,45,32,56,11,0.18,"0506, 0505",506,505,,,,,,,,2,,,,,3,z 3 lub więcej osobami,2,z innymi
3187,517,3321,WCIĄGAJĄCE SKRZYDŁO,2,33,8,33,30,22,0.37,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
3188,517,3322,UNIEŚ SAM SIEBIE,2,33,49,34,34,45,0.75,"0516, 0505, 0506",516,505,506,,,,,,,3,4,,,,3,z 3 lub więcej osobami,2,z innymi
3189,517,3323,POWIETRZ ARMATA,2,34,46,35,12,26,0.43,"0516, 0505, 0506, 0502",516,505,506,502,,,,,,4,4,,,,3,z 3 lub więcej osobami,2,z innymi
3190,517,3324,WCIĄGAJĄCE SKRZYDŁO,2,35,23,35,37,14,0.23,,,,,,,,,,,0,4,,,,1,sam/a,1,sam/a
3191,517,3325,MŁYŃSKIE KOŁO,2,35,40,37,16,96,1.6,"0505, 0502, 0604, 0610, 0515, 0512",505,502,604,610,515,512,,,,6,4,,,,3,z 3 lub więcej osobami,2,z innymi
3192,517,3326,SYZYFOWA PRZEKŁADNIA,2,37,22,37,35,13,0.22,"0505, 0506",505,506,,,,,,,,2,1,1,,,3,z 3 lub więcej osobami,2,z innymi
3193,517,3327,DOMOWA ELEKTROWNIA,2,37,46,38,28,42,0.7,502,502,,,,,,,,,1,4,1,,Zachęca innych do zabawy.,2,z inną osobą,2,z innymi
3194,517,3328,POWIETRZ ARMATA,2,38,36,38,50,14,0.23,"0505, 0506",505,506,,,,,,,,2,4,,,,3,z 3 lub więcej osobami,2,z innymi
3195,517,3329,WCIĄGAJĄCE SKRZYDŁO,2,39,10,39,40,30,0.5,"0502, 0505",502,505,,,,,,,,2,4,,,Pokazuje innym.,3,z 3 lub więcej osobami,2,z innymi
3196,517,3330,ŁÓDŹ PODWOD,2,39,42,39,50,8,0.13,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
3197,517,3331,OKNO KOPERNIKA,2,40,0,40,20,20,0.33,,,,,,,,,,,0,,1,,,1,sam/a,1,sam/a
3198,517,3332,ŁAŃCUCH - LASSO,2,40,30,40,40,10,0.17,502,502,,,,,,,,,1,,1,,,2,z inną osobą,2,z innymi
3199,517,3333,SKACZĄCA KULKA,2,40,47,41,7,20,0.33,,,,,,,,,,,0,2,1,,,1,sam/a,1,sam/a
